category,changed_from_baseline,frequency
leafhopper,-0.16000000000000003,0
african hunting dog,-0.16000000000000003,0
bagel,-0.16000000000000003,0
long-horned beetle,-0.16000000000000003,0
cello,-0.16000000000000003,0
jaguar,-0.17999999999999994,0
borzoi,-0.17999999999999994,0
minibus,-0.17999999999999994,0
basketball,-0.17999999999999994,0
basenji,-0.17999999999999994,0
brabancon griffon,-0.18,0
analog clock,-0.18,0
pickelhaube,-0.18000000000000002,0
envelope,-0.18000000000000005,0
entlebucher,-0.18000000000000005,0
reflex camera,-0.18000000000000005,0
table lamp,-0.19999999999999996,0
shetland sheepdog,-0.19999999999999996,0
slide rule,-0.19999999999999996,0
rock python,-0.19999999999999996,0
bighorn,-0.19999999999999996,0
bolete,-0.19999999999999996,0
racer,-0.2,0
italian greyhound,-0.20000000000000007,0
sealyham terrier,-0.20000000000000007,0
miniature pinscher,-0.20000000000000007,0
cock,-0.21999999999999997,0
american staffordshire terrier,-0.21999999999999997,0
washbasin,-0.21999999999999997,0
kerry blue terrier,-0.21999999999999997,0
scotch terrier,-0.21999999999999997,0
sundial,-0.21999999999999997,0
bell pepper,-0.21999999999999997,0
spindle,-0.22,0
african chameleon,-0.24,0
border collie,-0.24,0
bassoon,-0.24,0
whiskey jug,-0.24,0
japanese spaniel,-0.24,0
cocktail shaker,-0.24000000000000002,0
cornet,-0.24000000000000005,0
guenon,-0.24000000000000005,0
labrador retriever,-0.2599999999999999,0
espresso,-0.25999999999999995,0
walking stick,-0.26,0
langur,-0.26,0
apron,-0.27999999999999997,0
black and gold garden spider,-0.28,0
box turtle,-0.28,0
toy terrier,-0.28,0
passenger car,-0.3,0
motor scooter,-0.30000000000000004,0
consomme,-0.31999999999999995,0
wood rabbit,-0.32,0
meat loaf,-0.32000000000000006,0
ringlet,-0.34,0
warthog,-0.34,0
green mamba,-0.36,0
photocopier,-0.38,0
airliner,-0.38,1
football helmet,-0.38,0
siamang,-0.39999999999999997,0
bassinet,-0.4,0
planetarium,-0.44,0
walker hound,-0.52,0
