category,changed_from_baseline,frequency
fire screen,-0.13999999999999996,0
bolete,-0.13999999999999996,0
bath towel,-0.13999999999999996,0
american staffordshire terrier,-0.13999999999999996,0
basenji,-0.14,0
library,-0.14,2
howler monkey,-0.14,0
oxygen mask,-0.14,0
minibus,-0.14,0
gyromitra,-0.14,0
racer,-0.14,0
table lamp,-0.15999999999999992,0
whiptail,-0.15999999999999992,0
airedale,-0.15999999999999992,0
labrador retriever,-0.15999999999999992,0
langur,-0.15999999999999998,0
chiffonier,-0.15999999999999998,0
spindle,-0.16,0
bell pepper,-0.16000000000000003,0
reflex camera,-0.16000000000000003,0
macaw,-0.16000000000000003,0
cornet,-0.16000000000000003,0
warthog,-0.16000000000000003,0
polecat,-0.16000000000000003,0
red-breasted merganser,-0.17999999999999994,0
whiskey jug,-0.17999999999999994,0
bighorn,-0.17999999999999994,0
apron,-0.17999999999999994,0
kerry blue terrier,-0.18,0
paddle,-0.18,2
carton,-0.18,0
brabancon griffon,-0.18,0
guenon,-0.18000000000000005,0
border collie,-0.19999999999999996,0
african chameleon,-0.2,0
envelope,-0.2,0
toy terrier,-0.2,0
airliner,-0.21999999999999997,1
borzoi,-0.21999999999999997,0
rock python,-0.21999999999999997,0
green mamba,-0.21999999999999997,0
leafhopper,-0.21999999999999997,0
meat loaf,-0.22000000000000003,0
black and gold garden spider,-0.22000000000000008,0
walking stick,-0.24,0
shetland sheepdog,-0.25999999999999995,0
photocopier,-0.26,0
ringlet,-0.26,0
scotch terrier,-0.26,0
passenger car,-0.27999999999999997,0
bassinet,-0.30000000000000004,0
siamang,-0.31999999999999995,0
walker hound,-0.31999999999999995,0
football helmet,-0.31999999999999995,0
planetarium,-0.38,0
motor scooter,-0.44000000000000006,0
